what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350031562340
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1350031564600
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350031579297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031579676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031585316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031585322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031585699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031585705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031586076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031586081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031586950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031586955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031591326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031591330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031591760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031591765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031591955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031591959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031592078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031592082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031592215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031592221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031592356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031592361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031594680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031594685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031595925
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1350031597359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350031598376
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350031602442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031610376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031610408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350031610412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031620453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031620477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350031620482
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1350031622668
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031624765
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1350031626254
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1350031626283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031626309
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1350031628786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031628793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031631041
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350031645522
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1350031649151
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350031650039
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1350031653852
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350031657085
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1350031662699
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350031666044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031666237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031667179
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1350031671997
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350031674234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031674676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031675383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031699285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031699335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350031699339
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350031730763
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1350031733046
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350031734088
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1350031734910
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350031735608
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1350031735793
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1350031740056
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1350031740063
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1350031741830
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1350031741838
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350031743027
opened,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1350031746000
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1350031746011
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1350031749681
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1350031751135
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350031753102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031753980
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1350031754717
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1350031754793
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1350031754859
closed,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.ReflectiveEditorID",1350031754962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031754988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350031754992
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1350031756823
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350031768796
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1350031780248
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350031783865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031792607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031792638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350031792643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031806450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031806484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350031806490
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1350031816283
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350031820377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031841646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031841673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350031841678
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1350031874861
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350031878951
no handler,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1350031909490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031924702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031926726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031931689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031931724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350031931729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031939086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350031939111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350031939115
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1350032039232
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350032045452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350032054893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350032055965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350032061043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350032063898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350032067411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350032067438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350032067443
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1350032067917
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350032073111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350032074389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350032076063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350032076799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350032076829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350032076833
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1350032077489
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1350032084098
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1350032084121
started,bundle,org.eclipse.mylyn.tasks.index.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.index.core",1350032084160
started,bundle,org.eclipse.mylyn.commons.notifications.ui,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.ui",1350032084312
opened,view,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1350032084346
closed,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1350032084354
activated,view,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1350032084880
activated,editor,org.eclipse.emf.ecore.editor,2.7.0.v20120130-0943,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1350032084900
closed,view,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1350032084918
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1350032088850
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1350032092772
